Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Price
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,77,4,1998,126000,Petrol,110,1,Blue,0,1600,5,4,5,69,1050,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7900
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,5,1998,125778,Petrol,110,0,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6900
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,75,6,1998,125400,Petrol,110,0,White,0,1600,3,4,5,69,1050,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7900
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,74,7,1998,124910,Diesel,72,0,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7250
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,70,11,1998,124743,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,8450
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,76,5,1998,124591,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,7950
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,1998,124057,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7950
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,72,9,1998,123403,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,6450
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,1998,123104,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6650
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,7,1998,123077,Petrol,86,1,Red,0,1300,3,4,5,69,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7950
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,80,1,1998,122820,Petrol,86,0,Red,0,1300,5,4,5,69,1040,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,7250
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,1998,122290,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7450
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,74,7,1998,121900,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,7950
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,4,1998,121545,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7250
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,71,10,1998,120474,Diesel,72,1,Black,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8250
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,76,5,1998,120263,Diesel,72,1,Black,0,2000,5,4,5,64,1135,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8950
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,1998,120196,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,7750
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,71,10,1998,120000,Petrol,110,0,White,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,8500
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,78,3,1998,120000,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,7750
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,73,8,1998,115877,Petrol,110,0,White,0,1600,4,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5750
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,5,1998,115345,Petrol,110,1,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,6900
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,71,10,1998,115157,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,6500
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,78,3,1998,115000,Petrol,107,1,Red,1,1600,5,4,5,85,1100,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,6500
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,77,4,1998,114258,Petrol,86,1,Blue,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,7600
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,73,8,1998,112963,Diesel,72,1,Red,0,2000,5,4,5,185,1135,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8950
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,7,1998,112307,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,7450
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,72,9,1998,112000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,7350
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,73,8,1998,111602,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,7750
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,80,1,1998,111392,CNG,110,0,Grey,0,1598,3,4,5,197,1083,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,7460
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,76,5,1998,110901,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,9250
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,1,1998,110887,Petrol,110,1,Green,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,7250
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,72,9,1998,110634,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,6500
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,1,1998,110000,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,0,1,3,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,6800
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,75,6,1998,109540,Petrol,110,0,Grey,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,8700
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,1998,109263,Petrol,110,0,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7500
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,71,10,1998,107516,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7750
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,8,1998,107108,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,7950
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,1998,107000,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,9950
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,7,1998,106250,Petrol,110,0,Green,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6640
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,71,10,1998,106150,Petrol,86,0,Black,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,72,9,1998,106108,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,7750
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,72,9,1998,105856,Petrol,86,0,White,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,5950
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,1998,105152,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6750
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,1998,105135,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,6500
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,76,5,1998,104344,Petrol,110,1,Green,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,8750
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,74,7,1998,104150,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,7950
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,74,7,1998,104000,Petrol,86,1,Grey,0,1300,3,4,5,69,1010,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6750
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,73,8,1998,103121,Petrol,86,1,Grey,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7950
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,80,1,1998,102300,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7950
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,75,6,1998,102005,Petrol,107,1,Grey,1,1600,5,4,5,85,1105,0,1,3,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,8950
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,1998,102000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7750
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,1998,101855,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,6450
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,1998,101773,Petrol,110,0,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,6900
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,75,6,1998,101159,Petrol,110,1,Red,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,8450
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,74,7,1998,101000,Petrol,86,0,Grey,0,1300,3,4,5,19,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6750
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,74,7,1998,100732,Petrol,86,1,Blue,1,1300,4,4,5,69,1030,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8050
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,79,2,1998,100719,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,9500
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,3,1998,100487,Petrol,110,0,Red,0,1600,4,4,5,69,1035,1,1,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,7750
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,1,1998,100458,Petrol,110,0,Blue,0,1600,5,4,5,85,1085,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8500
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,1998,100192,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,7795
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,1998,100123,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,6490
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,8,1998,99971,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,7950
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,1998,99397,Petrol,86,0,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,6425
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,69,12,1998,99374,Petrol,86,1,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8950
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,72,9,1998,99245,Petrol,110,1,Red,0,1600,5,4,5,19,1114,0,0,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6950
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,79,2,1998,98742,Petrol,110,0,Silver,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8750
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,71,10,1998,98154,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,8450
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,77,4,1998,98000,Petrol,110,1,Green,0,1600,5,4,5,19,1065,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,7950
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,1,1998,97548,Petrol,86,0,White,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7950
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,78,3,1998,97534,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,8900
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,73,8,1998,97494,Petrol,110,1,Silver,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,8950
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,73,8,1998,97085,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,8900
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,69,12,1998,97000,Petrol,110,0,Green,0,1600,4,4,5,69,1035,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7950
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,7,1998,96302,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,6495
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,3,1998,96000,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,7250
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,74,7,1998,96000,Petrol,110,1,Black,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,9250
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,1998,95909,Petrol,110,1,Black,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,6650
1177,TOYOTA Corolla 1.6 Terra Stationwagen,79,2,1998,95700,Petrol,110,0,Red,0,1600,5,4,5,85,1085,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6990
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,1998,95651,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,7750
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,1998,95000,Petrol,86,1,Grey,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6950
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,1998,94447,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,7250
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,1,1998,94079,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,9950
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,80,1,1998,93841,Petrol,110,0,Silver,0,1600,5,4,5,85,1070,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9250
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,1998,93090,Petrol,86,1,Silver,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,7200
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,9,1998,93066,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,8250
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,79,2,1998,93039,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,8950
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,77,4,1998,93000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,8250
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,1,1998,92830,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6250
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,80,1,1998,92255,Petrol,107,0,Grey,1,1600,5,4,5,85,1105,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,9900
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,1,1998,92096,Petrol,86,1,Red,0,1300,5,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7300
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,72,9,1998,91921,Petrol,86,1,Blue,0,1300,3,4,5,69,1020,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8950
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,70,11,1998,91900,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,6500
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,1998,91399,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,7950
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,1998,91082,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7450
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,71,10,1998,90370,Petrol,86,1,Blue,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,7950
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,78,3,1998,90345,Petrol,86,1,Silver,0,1300,5,4,5,69,1035,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8500
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,1998,90305,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,6950
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,78,3,1998,90011,Petrol,86,0,Green,1,1300,3,4,5,69,1045,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7950
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,1998,90000,Petrol,86,1,Green,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,6750
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,70,11,1998,89983,Petrol,110,0,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,8450
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,78,3,1998,89953,Petrol,110,0,Green,0,1600,5,4,5,19,1114,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7500
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,74,7,1998,89800,Diesel,72,1,Grey,0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,8750
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,1998,89739,Petrol,86,1,Blue,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8750
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,5,1998,89520,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8950
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,6,1998,89507,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7450
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,69,12,1998,89096,Petrol,110,1,Red,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,9200
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,1998,88700,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8950
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,9,1998,88500,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,7850
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,73,8,1998,88186,Diesel,72,1,Blue,0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6950
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,75,6,1998,88000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,7200
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,78,3,1998,87743,Petrol,110,0,Black,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,7450
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,6,1998,87613,Petrol,86,0,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6750
